,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
0,jonmacook,Jonathan 🏳️‍🌈,2557780281,1.20115E+18,/jonmacook/status/1201148641395822594,12/1/2019 14:38,1575211127,#IoWelfare #WorldAIDSDay  #WorldAIDSDay2019 #StopTheStigma #isolation #loneliness https://twitter.com/IoWelfare/status/1201146990815563776 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoWelfare?src=hash""><s>#</s><b>IoWelfare</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay?src=hash""><s>#</s><b>WorldAIDSDay</b></a>  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay2019?src=hash""><s>#</s><b>WorldAIDSDay2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StopTheStigma?src=hash""><s>#</s><b>StopTheStigma</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/IoWelfare/status/1201146990815563776"" dir=""ltr"" href=""https://t.co/SLOKYeE5Xa"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/IoWelfare/status/1201146990815563776""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/IoWelfare/stat</span><span class=""invisible"">us/1201146990815563776</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/IoWelfare/status/1201146990815563776'],"['IoWelfare', 'WorldAIDSDay', 'WorldAIDSDay2019', 'StopTheStigma', 'isolation', 'loneliness']",FALSE,[],,1,0,0,FALSE,FALSE,,[]
1,jonmacook,Jonathan 🏳️‍🌈,2557780281,1.20115E+18,/jonmacook/status/1201148242584576002,12/1/2019 14:37,1575211031,#IoWelfare #WorldAIDSDay #WorldAIDSDay2019 #StopTheStigma #isolation #loneliness https://twitter.com/IoWelfare/status/1201146698715807744 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoWelfare?src=hash""><s>#</s><b>IoWelfare</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay?src=hash""><s>#</s><b>WorldAIDSDay</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay2019?src=hash""><s>#</s><b>WorldAIDSDay2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StopTheStigma?src=hash""><s>#</s><b>StopTheStigma</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/IoWelfare/status/1201146698715807744"" dir=""ltr"" href=""https://t.co/SyKXCBtNlY"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/IoWelfare/status/1201146698715807744""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/IoWelfare/stat</span><span class=""invisible"">us/1201146698715807744</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/IoWelfare/status/1201146698715807744'],"['IoWelfare', 'WorldAIDSDay', 'WorldAIDSDay2019', 'StopTheStigma', 'isolation', 'loneliness']",FALSE,[],,0,0,0,FALSE,FALSE,,[]
2,ideatore,Ideatore Interactive Solutions Pvt. Ltd.,1.09484E+18,1.20099E+18,/ideatore/status/1200994643732647936,12/1/2019 4:26,1575174411,"So this year on #WorldAIDSDAY let us #RockTheRibbonTogether and stand in solidarity with people living with #HIV raise #awareness, challenge stigma, end #loneliness, and #isolation, and insist peer support for anyone who needs it.

#redribbon #health #WorldHealthOrganization #WHOpic.twitter.com/7UuTeDWgQg","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">So this year on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDAY?src=hash""><s>#</s><b>WorldAIDSDAY</b></a> let us <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RockTheRibbonTogether?src=hash""><s>#</s><b>RockTheRibbonTogether</b></a> and stand in solidarity with people living with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HIV?src=hash""><s>#</s><b>HIV</b></a> raise <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/awareness?src=hash""><s>#</s><b>awareness</b></a>, challenge stigma, end <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a>, and <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a>, and insist peer support for anyone who needs it.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/redribbon?src=hash""><s>#</s><b>redribbon</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/health?src=hash""><s>#</s><b>health</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldHealthOrganization?src=hash""><s>#</s><b>WorldHealthOrganization</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WHO?src=hash""><s>#</s><b>WHO</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7UuTeDWgQg"">pic.twitter.com/7UuTeDWgQg</a></p>",[],"['WorldAIDSDAY', 'RockTheRibbonTogether', 'HIV', 'awareness', 'loneliness', 'isolation', 'redribbon', 'health', 'WorldHealthOrganization', 'WHOpic']",TRUE,['https://pbs.twimg.com/media/EKrKQ0VVUAEx2hf.jpg'],,2,1,0,FALSE,FALSE,,[]
3,jonmacook,Jonathan 🏳️‍🌈,2557780281,1.20115E+18,/jonmacook/status/1201148641395822594,12/1/2019 14:38,1575211127,#IoWelfare #WorldAIDSDay  #WorldAIDSDay2019 #StopTheStigma #isolation #loneliness https://twitter.com/IoWelfare/status/1201146990815563776 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoWelfare?src=hash""><s>#</s><b>IoWelfare</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay?src=hash""><s>#</s><b>WorldAIDSDay</b></a>  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay2019?src=hash""><s>#</s><b>WorldAIDSDay2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StopTheStigma?src=hash""><s>#</s><b>StopTheStigma</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/IoWelfare/status/1201146990815563776"" dir=""ltr"" href=""https://t.co/SLOKYeE5Xa"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/IoWelfare/status/1201146990815563776""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/IoWelfare/stat</span><span class=""invisible"">us/1201146990815563776</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/IoWelfare/status/1201146990815563776'],"['IoWelfare', 'WorldAIDSDay', 'WorldAIDSDay2019', 'StopTheStigma', 'isolation', 'loneliness']",FALSE,[],,1,0,0,FALSE,FALSE,,[]
4,jonmacook,Jonathan 🏳️‍🌈,2557780281,1.20115E+18,/jonmacook/status/1201148242584576002,12/1/2019 14:37,1575211031,#IoWelfare #WorldAIDSDay #WorldAIDSDay2019 #StopTheStigma #isolation #loneliness https://twitter.com/IoWelfare/status/1201146698715807744 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/IoWelfare?src=hash""><s>#</s><b>IoWelfare</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay?src=hash""><s>#</s><b>WorldAIDSDay</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDay2019?src=hash""><s>#</s><b>WorldAIDSDay2019</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/StopTheStigma?src=hash""><s>#</s><b>StopTheStigma</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/IoWelfare/status/1201146698715807744"" dir=""ltr"" href=""https://t.co/SyKXCBtNlY"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/IoWelfare/status/1201146698715807744""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/IoWelfare/stat</span><span class=""invisible"">us/1201146698715807744</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/IoWelfare/status/1201146698715807744'],"['IoWelfare', 'WorldAIDSDay', 'WorldAIDSDay2019', 'StopTheStigma', 'isolation', 'loneliness']",FALSE,[],,0,0,0,FALSE,FALSE,,[]
5,ideatore,Ideatore Interactive Solutions Pvt. Ltd.,1.09484E+18,1.20099E+18,/ideatore/status/1200994643732647936,12/1/2019 4:26,1575174411,"So this year on #WorldAIDSDAY let us #RockTheRibbonTogether and stand in solidarity with people living with #HIV raise #awareness, challenge stigma, end #loneliness, and #isolation, and insist peer support for anyone who needs it.

#redribbon #health #WorldHealthOrganization #WHOpic.twitter.com/7UuTeDWgQg","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">So this year on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldAIDSDAY?src=hash""><s>#</s><b>WorldAIDSDAY</b></a> let us <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/RockTheRibbonTogether?src=hash""><s>#</s><b>RockTheRibbonTogether</b></a> and stand in solidarity with people living with <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/HIV?src=hash""><s>#</s><b>HIV</b></a> raise <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/awareness?src=hash""><s>#</s><b>awareness</b></a>, challenge stigma, end <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a>, and <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a>, and insist peer support for anyone who needs it.

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/redribbon?src=hash""><s>#</s><b>redribbon</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/health?src=hash""><s>#</s><b>health</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WorldHealthOrganization?src=hash""><s>#</s><b>WorldHealthOrganization</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WHO?src=hash""><s>#</s><b>WHO</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7UuTeDWgQg"">pic.twitter.com/7UuTeDWgQg</a></p>",[],"['WorldAIDSDAY', 'RockTheRibbonTogether', 'HIV', 'awareness', 'loneliness', 'isolation', 'redribbon', 'health', 'WorldHealthOrganization', 'WHOpic']",TRUE,['https://pbs.twimg.com/media/EKrKQ0VVUAEx2hf.jpg'],,2,1,0,FALSE,FALSE,,[]
6,LifelineSpace,Lifeline Space,222452573,1.20416E+18,/LifelineSpace/status/1204159643418841088,12/9/2019 22:03,1575929005,"If you're lucky enough to be on #worcestershirehour kindly share video with anyone suffering #stress at #work, #loneliness #isolation
https://youtu.be/10nCOYAFRqA ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">If you're lucky enough to be on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/worcestershirehour?src=hash""><s>#</s><b>worcestershirehour</b></a> kindly share video with anyone suffering <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/stress?src=hash""><s>#</s><b>stress</b></a> at <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/work?src=hash""><s>#</s><b>work</b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a>
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://youtu.be/10nCOYAFRqA"" dir=""ltr"" href=""https://t.co/1lVo86cWYV"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/10nCOYAFRqA""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/10nCOYAFRqA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://youtu.be/10nCOYAFRqA'],"['worcestershirehour', 'stress', 'work', 'loneliness', 'isolation']",FALSE,[],,0,0,0,FALSE,FALSE,,[]
7,HealthPromoDeen,HealthPromoterDeena,234675047,1.20411E+18,/HealthPromoDeen/status/1204114795336744962,12/9/2019 19:05,1575918313,"New video to share with anyone going through #stress at #work, #loneliness #isolation
https://youtu.be/10nCOYAFRqA pic.twitter.com/jpWGx2tlOV","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New video to share with anyone going through <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/stress?src=hash""><s>#</s><b>stress</b></a> at <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/work?src=hash""><s>#</s><b>work</b></a>, <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a>
<a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/10nCOYAFRqA"" dir=""ltr"" href=""https://t.co/qn4VJXMSE9"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/10nCOYAFRqA""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/10nCOYAFRqA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/jpWGx2tlOV"">pic.twitter.com/jpWGx2tlOV</a></p>",['https://youtu.be/10nCOYAFRqA'],"['stress', 'work', 'loneliness', 'isolation']",TRUE,['https://pbs.twimg.com/media/ELXgA5BWwAs4PO3.jpg'],,2,2,0,FALSE,FALSE,,[]
8,TheGenAboveMe,Generation Above Me,558185944,1.20402E+18,/TheGenAboveMe/status/1204019260277886976,12/9/2019 12:45,1575895535,"Give Holiday Cheer 

#visiting #isolation #loneliness #depression #grief #socialconnection #psychology #friendship #QOL https://thegenerationaboveme.blogspot.com/2013/12/give-holiday-cheer.html?spref=tw …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Give Holiday Cheer 

<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/visiting?src=hash""><s>#</s><b>visiting</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/depression?src=hash""><s>#</s><b>depression</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/grief?src=hash""><s>#</s><b>grief</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/socialconnection?src=hash""><s>#</s><b>socialconnection</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/psychology?src=hash""><s>#</s><b>psychology</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/friendship?src=hash""><s>#</s><b>friendship</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/QOL?src=hash""><s>#</s><b>QOL</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://thegenerationaboveme.blogspot.com/2013/12/give-holiday-cheer.html?spref=tw"" dir=""ltr"" href=""https://t.co/LJF91wdfTL"" rel=""nofollow noopener"" target=""_blank"" title=""https://thegenerationaboveme.blogspot.com/2013/12/give-holiday-cheer.html?spref=tw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">thegenerationaboveme.blogspot.com/2013/12/give-h</span><span class=""invisible"">oliday-cheer.html?spref=tw</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://thegenerationaboveme.blogspot.com/2013/12/give-holiday-cheer.html?spref=tw'],"['visiting', 'isolation', 'loneliness', 'depression', 'grief', 'socialconnection', 'psychology', 'friendship', 'QOL']",FALSE,[],,0,0,0,FALSE,FALSE,,[]
9,3rdagehostels,Maggie Joan Haggas,472305101,1.20399E+18,/3rdagehostels/status/1203990236793049088,12/9/2019 10:50,1575888616,Fingers crossed!  3rd Age Hostelling and Housing: supporting Sparkle's intergenerational #housing co-operative whilst encouraging older people to keep fit and involved.  #isolation #healthandwellbeing #walkride #loneliness #ageinginplacehttps://twitter.com/theforetrust/status/1203978041954836480 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Fingers crossed!  3rd Age Hostelling and Housing: supporting Sparkle's intergenerational <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/housing?src=hash""><s>#</s><b>housing</b></a> co-operative whilst encouraging older people to keep fit and involved.  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/isolation?src=hash""><s>#</s><b><strong>isolation</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/healthandwellbeing?src=hash""><s>#</s><b>healthandwellbeing</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/walkride?src=hash""><s>#</s><b>walkride</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/loneliness?src=hash""><s>#</s><b><strong>loneliness</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ageinginplace?src=hash""><s>#</s><b>ageinginplace</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/theforetrust/status/1203978041954836480"" dir=""ltr"" href=""https://t.co/2ErJpCHF0q"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/theforetrust/status/1203978041954836480""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/theforetrust/s</span><span class=""invisible"">tatus/1203978041954836480</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",['https://twitter.com/theforetrust/status/1203978041954836480'],"['housing', 'isolation', 'healthandwellbeing', 'walkride', 'loneliness', 'ageinginplacehttps']",FALSE,[],,0,0,0,FALSE,FALSE,,[]
